5038	0.0137363
273	0.00326386
140	0.00302245
458	0.00298771
588	0.00295443
566	0.00292826
1028	0.0028102
1139	0.00256555
370	0.00237031
893	0.00221067
195	0.00212672
823	0.0020231
136	0.00190276
286	0.00170897
95	0.00170533
5069	0.00167026
5022	0.00160866
76	0.00154048
292	0.00153811
1768	0.00151276
543	0.00150973
5030	0.00149633
647	0.00148548
353	0.00147933
416	0.00147366
851	0.00140972
734	0.00140562
155	0.00125893
8344	0.00121411
478	0.00121358
1824	0.00115112
530	0.00115019
343	0.00113768
613	0.00111755
516	0.00111536
5033	0.00107453
443	0.00104747
887	0.00104516
213	0.00103548
652	0.00102832
127	0.00102193
444	0.00101914
2630	0.00101295
4063	0.000993367
520	0.000993332
90	0.000983891
4746	0.000982743
1672	0.000972556
3311	0.000943897
308	0.000923216
93	0.000910076
128	0.000900425
106	0.000893546
80	0.000892055
114	0.0008867
3237	0.000868244
342	0.000850428
1031	0.000841418
1528	0.000840921
915	0.000839804
1806	0.000827044
554	0.00081776
2753	0.000812641
878	0.000789914
175	0.00078133
1819	0.000781116
1569	0.000775627
2718	0.000774915
225	0.000763446
1817	0.000762001
188	0.000761588
232	0.000756568
802	0.000745363
939	0.000742112
78	0.000740584
5237	0.000739318
1507	0.000732134
241	0.000731847
3161	0.000729503
639	0.000727734
1588	0.000722015
72	0.000719426
2215	0.00071074
56	0.000706901
82	0.000705451
102	0.000693071
1330	0.000692008
184	0.000691951
1233	0.000671795
1334	0.000671137
200	0.000667804
1371	0.000659842
1053	0.000657367
147	0.000645305
274	0.000641046
929	0.000640253
134	0.000636535
1443	0.000631986
4755	0.000631693
301	0.000629926
109	0.000618255
314	0.000616809
20764	0.00061407
74	0.000608785
383	0.00060769
2323	0.000604012
2737	0.000593771
1821	0.000588818
360	0.000588751
9129	0.000585573
1046	0.0005768
7954	0.000575789
1161	0.000573403
2939	0.000572188
1725	0.000567764
1304	0.000565237
423	0.000564888
2666	0.000553614
686	0.000553372
1935	0.000546566
5036	0.000544005
107	0.000528606
4153	0.000525882
89	0.000524113
33806	0.000520767
151	0.00051962
1061	0.000518539
815	0.000511929
581	0.00051126
1202	0.000510997
91	0.000510184
2253	0.000509307
2348	0.000509179
920	0.000504616
9137	0.000502736
585	0.000501219
448	0.000483633
255	0.000483102
659	0.000480745
526	0.000480445
481	0.000477739
471	0.000476229
367	0.000474802
4398	0.000474784
403	0.000474686
265	0.000473677
88	0.000473332
400	0.000469162
215	0.000466778
4152	0.00046562
3174	0.000458351
6917	0.000457178
2947	0.000452986
528	0.000450304
2637	0.000450134
1365	0.00044742
452	0.000446315
925	0.000442316
694	0.000441131
1095	0.000440744
299	0.000439518
539	0.000435051
3215	0.000432465
233	0.00042525
316	0.000424607
592	0.000421913
75	0.000419303
133	0.000414874
1927	0.000414132
480	0.000412335
499	0.000411789
8557	0.000409815
1793	0.000408386
385	0.000407135
4880	0.000406064
3027	0.000404508
442	0.000403447
2111	0.000403039
1076	0.000402146
16625	0.000400899
924	0.000400369
4618	0.000399766
20805	0.000397993
300	0.000395949
243	0.000391824
723	0.000391604
378	0.000390266
5020	0.000390036
716	0.000388553
402	0.000385665
1137	0.000384564
1050	0.000384519
2736	0.000384063
454	0.000383641
1077	0.000381429
2773	0.000379241
146	0.000378766
910	0.000377806
676	0.000377087
2015	0.000372005
880	0.000370857
1084	0.000370582
473	0.000368696
3844	0.000366213
186	0.000365211
700	0.000364431
575	0.000361072
83	0.0003604
804	0.000357788
8556	0.000357492
470	0.000355466
192	0.000355341
551	0.000354968
5053	0.000354495
780	0.000354487
1213	0.000354433
948	0.000353386
1899	0.000352454
525	0.000347894
1	0.000346857
487	0.00034529
240	0.000345205
116	0.000345158
672	0.000344431
678	0.000344383
355	0.000343685
1138	0.000343679
277	0.000342038
1478	0.000340422
172	0.000338883
3354	0.000338014
596	0.000336768
490	0.000334572
2601	0.000334163
913	0.000328021
549	0.000327324
326	0.000326954
449	0.000324825
404	0.000324445
593	0.000324136
4737	0.000323621
336	0.00032308
1559	0.00032266
822	0.000322427
621	0.000322035
586	0.000320083
1185	0.00031915
438	0.000319148
562	0.00031906
26576	0.000318805
1470	0.000318439
4183	0.000314905
1216	0.000313914
919	0.000312453
960	0.000309371
1771	0.000309344
889	0.000307973
666	0.000307959
1026	0.000306127
876	0.000305724
165	0.000305469
1027	0.000305222
81	0.000304494
560	0.000304368
46	0.000301136
386	0.000300017
4681	0.000299506
406	0.000298944
1340	0.000296461
391	0.000295529
875	0.00029406
144	0.000293619
4027	0.000293378
264	0.000293105
430	0.000291841
9135	0.000291672
462	0.000291496
250	0.000290878
4876	0.000289733
16201	0.000289507
1118	0.000287868
504	0.000287442
9504	0.000286184
564	0.00028583
2510	0.000285295
441	0.000282659
1049	0.000282295
35675	0.000281173
922	0.000280798
4154	0.000280387
1162	0.00028018
79	0.000279901
664	0.000278774
884	0.000277068
1193	0.000276418
425	0.000276179
519	0.000275373
498	0.000275215
111	0.000275033
1737	0.000274774
950	0.000274665
194	0.000274421
4093	0.000274114
492	0.000273499
1813	0.000273253
1180	0.000273094
1111	0.000271349
620	0.000270871
335	0.00027078
692	0.000269702
1552	0.000269495
11812	0.00026926
393	0.000268287
6893	0.000267157
86	0.00026714
1308	0.000265927
489	0.00026574
426	0.000264312
3016	0.000264276
477	0.000264079
488	0.000263975
1767	0.000263504
1122	0.000263304
1071	0.000262443
2740	0.00026195
879	0.000258157
1104	0.000257855
572	0.00025765
1108	0.00025757
2720	0.00025704
180	0.00025684
2088	0.000256053
1032	0.000255796
1168	0.000254297
145	0.000254177
573	0.000253592
388	0.000252783
1297	0.000252499
3742	0.000252236
409	0.000251905
319	0.0002507
284	0.000249977
345	0.000248171
645	0.000248162
794	0.000248117
479	0.000247488
16202	0.000247324
714	0.000247264
787	0.000246961
533	0.000244999
4735	0.000244415
1566	0.000243917
1320	0.000243802
984	0.000243061
54	0.000243011
1835	0.000242393
1560	0.000241615
4232	0.000241235
918	0.000241045
13634	0.00024098
234	0.000240824
624	0.00024031
1430	0.000240239
101	0.000239128
824	0.000239095
143	0.000238984
2189	0.000238725
3604	0.000238071
1030	0.000237589
261	0.00023754
563	0.000237386
1036	0.000234558
420	0.000233462
368	0.00023334
5051	0.000233336
707	0.000233043
53	0.000232955
1765	0.000232895
450	0.000232584
245	0.00023252
244	0.000232126
5536	0.000231871
556	0.000231708
677	0.000231336
681	0.000231248
293	0.000230375
171	0.000228656
1341	0.000227574
2081	0.000227558
15198	0.000227491
418	0.000226761
73	0.000226603
263	0.000225383
684	0.000225284
2568	0.000225147
508	0.000225062
510	0.000224997
674	0.000224674
228	0.000224599
653	0.000224074
1068	0.000223275
1070	0.000223006
4747	0.000222451
446	0.000222442
4524	0.000222235
3258	0.000222047
115	0.000221568
229	0.000221434
5410	0.000220914
614	0.000220887
1970	0.000220818
5384	0.000220683
1252	0.000219864
10281	0.000218553
2728	0.000216132
4262	0.000215799
1401	0.000215378
591	0.000214855
675	0.000214788
1439	0.000214702
26584	0.000214085
1459	0.000213996
5203	0.000213793
2953	0.000211901
1048	0.000211527
3743	0.000211281
390	0.000210558
842	0.000210546
344	0.000210124
2610	0.000209938
736	0.000209505
5614	0.000209114
2916	0.000209036
5050	0.000209015
398	0.000208626
2091	0.000208417
205	0.00020827
2777	0.000208182
5434	0.000208123
2186	0.000208002
22587	0.000207848
2977	0.000207582
1087	0.000207026
9500	0.000206799
1094	0.000206474
5217	0.000206333
2715	0.000206028
6084	0.00020565
2651	0.000205167
354	0.000204896
14862	0.00020239
1198	0.000202312
3310	0.000202294
2669	0.000201882
4223	0.000200799
565	0.0002007
762	0.00020057
928	0.000200166
1471	0.000200155
357	0.000199515
3680	0.000199461
1217	0.000199433
904	0.000199334
271	0.000199028
5027	0.000198971
3075	0.000198636
3108	0.000198417
4124	0.000198302
1069	0.00019819
8558	0.000197868
26854	0.000197853
1667	0.000196929
1040	0.000196635
816	0.000196489
662	0.000196361
1367	0.000194777
235	0.000194577
2750	0.000194563
168	0.000194081
2619	0.000193925
688	0.000193288
183	0.000192821
852	0.000192181
9044	0.000192115
1306	0.000191835
3295	0.000191772
24811	0.000191696
1101	0.000191539
5220	0.000191491
582	0.000191336
7991	0.000191247
1043	0.00019109
5259	0.00019098
2047	0.000190909
1652	0.000190838
1359	0.000190811
1628	0.000190365
576	0.000189985
550	0.000188578
1208	0.000188027
382	0.000187227
719	0.000186663
603	0.000186644
1458	0.000186622
23364	0.000186463
5733	0.000185711
745	0.000185504
4227	0.0001846
1259	0.000184299
131	0.000184046
417	0.000184009
1000	0.000183713
1637	0.000183657
2045	0.000183417
599	0.000183411
771	0.000183328
315	0.000183063
3133	0.000183025
4534	0.000182884
861	0.000182721
6831	0.000182463
2577	0.000182455
595	0.000182044
773	0.000181891
1234	0.000181761
239	0.000181258
1728	0.000180923
1842	0.00018092
30172	0.000180646
1833	0.000180147
1103	0.000179439
604	0.00017934
2572	0.000179283
2741	0.000179258
472	0.00017918
1387	0.000178972
1097	0.000178387
2294	0.000178327
509	0.000178317
138	0.000178041
36135	0.000178027
4676	0.000178026
26811	0.000177511
280	0.000176998
2263	0.000176812
2550	0.000176449
340	0.000176441
457	0.000176169
3028	0.000175509
27	0.00017486
2052	0.000174771
2096	0.000174484
1657	0.000174198
2477	0.000174074
715	0.000173127
2690	0.000173009
570	0.000172919
21580	0.000172787
1836	0.000172753
642	0.000172644
1057	0.000172479
1195	0.000172395
1056	0.000172325
2948	0.000171813
25323	0.000171489
118	0.000171286
269	0.000171283
502	0.000171222
685	0.000171207
4166	0.000171127
4193	0.000171012
523	0.000170994
1044	0.000170874
779	0.000170874
5052	0.000170748
712	0.000170517
772	0.000169959
828	0.000169795
1114	0.000169754
2264	0.000169718
658	0.000169624
796	0.000169515
2935	0.000169408
173	0.000168727
2595	0.000168628
949	0.000168413
1191	0.000168107
3036	0.000167947
267	0.000167894
2954	0.00016751
6289	0.000167449
2296	0.000167041
5075	0.000166586
1691	0.000166423
1476	0.000166372
2271	0.000166171
8032	0.000165993
252	0.000165609
1527	0.000165517
36150	0.000165463
6405	0.000165392
3216	0.000165344
287	0.000165251
9861	0.000165174
1653	0.000165063
2160	0.000164521
2049	0.000164476
1072	0.000164403
2051	0.000164403
1291	0.000164253
2165	0.000164235
797	0.00016415
5406	0.000164027
2056	0.000163837
3143	0.000163773
1127	0.000163641
8560	0.000163427
4616	0.000163415
1145	0.000163414
4621	0.000163261
531	0.000163075
493	0.000163012
1190	0.000163
7082	0.000162959
923	0.000162897
7428	0.000162512
2489	0.000162418
615	0.00016237
2267	0.000162322
4378	0.000162301
19467	0.000162079
1814	0.000162034
279	0.00016188
13637	0.000161701
2061	0.000161567
4216	0.000161044
4197	0.000161015
193	0.00016094
1179	0.000160743
7028	0.000160644
14835	0.000160628
6565	0.000160447
958	0.000160227
724	0.000160083
2929	0.000159403
2615	0.000159316
2924	0.000159216
224	0.000158845
5	0.000158824
579	0.000158762
14840	0.000158264
22463	0.000158112
1045	0.000157555
313	0.000157274
5684	0.000156707
1464	0.000156469
1697	0.000156076
4687	0.000156023
8566	0.000155733
5943	0.000155644
2642	0.000155638
1368	0.000155626
803	0.000155406
512	0.000155365
92	0.000155207
2654	0.000154879
1159	0.000154407
1902	0.000154364
1373	0.000154308
521	0.000154287
1933	0.000154208
4904	0.000154196
456	0.000153971
1586	0.000153826
14893	0.000153419
3776	0.000153021
1110	0.000152811
4132	0.000152741
1171	0.000152527
4480	0.000152301
4224	0.00015218
1323	0.000152155
1428	0.000151982
9341	0.000151941
10893	0.000151786
969	0.000151742
631	0.000151487
4677	0.000151485
26897	0.000151481
3251	0.000151465
2228	0.000151357
5382	0.000150931
1063	0.000150739
5256	0.000150647
164	0.000150509
11191	0.000150412
1051	0.00015021
5070	0.000150209
1481	0.000150163
122	0.000149924
8326	0.000149776
13633	0.000149667
13635	0.000149486
1422	0.000149416
6653	0.000149349
1210	0.000149273
6231	0.000149216
687	0.000149125
8315	0.000148901
7130	0.000148346
5333	0.000148265
4056	0.000148142
2635	0.000148035
1154	0.000147963
6250	0.000147905
10815	0.000147296
513	0.000147133
2612	0.00014688
3100	0.00014687
7155	0.000146754
2082	0.000146674
6125	0.000146632
1438	0.000146594
7986	0.000146545
